file,x1,x2,y1,y2,c
A_10088.jpg,1,170,1,215,0
A_10089.jpg,1,58,1,215,0
A_1009.jpg,1,204,1,251,0
A_10090.jpg,1,182,1,215,0
A_10091.jpg,1,131,1,215,0
A_10092.jpg,1,76,1,215,0
A_10093.jpg,1,202,1,247,0
A_10094.jpg,1,199,1,247,0
A_10095.jpg,1,88,1,247,0
A_10096.jpg,1,112,1,247,0
A_10097.jpg,1,157,1,247,0
A_10098.jpg,1,63,1,247,0
A_10099.jpg,1,184,1,247,0
A_101.jpg,1,259,1,115,0
A_1010.jpg,1,112,1,251,0
A_10100.jpg,1,73,1,247,0
A_10101.jpg,1,231,1,247,0
A_10102.jpg,1,55,1,247,0
A_10103.jpg,1,260,1,184,0
A_10104.jpg,1,270,1,184,0
A_10105.jpg,1,208,1,184,0
A_10106.jpg,1,118,1,184,0
A_10107.jpg,1,188,1,184,0
A_10108.jpg,1,266,1,184,0
A_10109.jpg,1,270,1,184,0
A_1011.jpg,1,246,1,251,0
A_10110.jpg,1,292,1,184,0
A_10111.jpg,1,175,1,63,0
A_10112.jpg,1,299,1,63,0
A_10113.jpg,1,256,1,63,0
A_10114.jpg,1,226,1,63,0
A_10115.jpg,1,157,1,63,0
A_10116.jpg,1,257,1,63,0
A_10117.jpg,1,106,1,191,0
A_10118.jpg,1,175,1,191,0
A_10119.jpg,1,61,1,191,0
A_1012.jpg,1,217,1,251,0
A_10120.jpg,1,275,1,191,0
A_10121.jpg,1,89,1,191,0
A_10122.jpg,1,212,1,191,0
A_10123.jpg,1,148,1,191,0
A_10124.jpg,1,67,1,191,0
A_10125.jpg,1,198,1,191,0
A_10126.jpg,1,287,1,191,0
A_10127.jpg,1,55,1,191,0
A_10128.jpg,1,92,1,191,0
A_10129.jpg,1,90,1,191,0
A_1013.jpg,1,172,1,251,0
A_10130.jpg,1,287,1,61,0
A_10131.jpg,1,178,1,61,0
A_10132.jpg,1,256,1,61,0
A_10133.jpg,1,190,1,61,0
A_10134.jpg,1,233,1,61,0
A_10135.jpg,1,248,1,61,0
A_10136.jpg,1,263,1,71,0
A_10137.jpg,1,147,1,71,0
A_10138.jpg,1,279,1,71,0
A_10139.jpg,1,185,1,71,0
A_1014.jpg,1,252,1,251,0
A_10140.jpg,1,139,1,71,0
A_10141.jpg,1,169,1,71,0
A_10142.jpg,1,267,1,71,0
A_10143.jpg,1,252,1,71,0
A_10144.jpg,1,108,1,208,0
A_10145.jpg,1,85,1,208,0
A_10146.jpg,1,261,1,208,0
A_10147.jpg,1,63,1,208,0
A_10148.jpg,1,67,1,208,0
A_10149.jpg,1,62,1,208,0
A_1015.jpg,1,42,1,251,0
A_10150.jpg,1,215,1,208,0
A_10151.jpg,1,87,1,303,0
A_10152.jpg,1,75,1,303,0
A_10153.jpg,1,215,1,303,0
A_10154.jpg,1,66,1,303,0
A_10155.jpg,1,42,1,303,0
A_10156.jpg,1,128,1,303,0
A_10157.jpg,1,100,1,303,0
A_10158.jpg,1,209,1,303,0
A_10159.jpg,1,148,1,303,0
A_1016.jpg,1,69,1,251,0
A_10160.jpg,1,185,1,85,0
A_10161.jpg,1,183,1,85,0
A_10162.jpg,1,206,1,85,0
A_10163.jpg,1,297,1,85,0
A_10164.jpg,1,239,1,85,0
A_10165.jpg,1,172,1,85,0
A_10166.jpg,1,284,1,85,0
A_10167.jpg,1,156,1,140,0
A_10168.jpg,1,214,1,140,0
A_10169.jpg,1,71,1,140,0
A_1017.jpg,1,156,1,251,0
A_10170.jpg,1,72,1,140,0
A_10171.jpg,1,236,1,140,0
A_10172.jpg,1,115,1,140,0
A_10173.jpg,1,259,1,140,0
A_10174.jpg,1,241,1,140,0
A_10175.jpg,1,264,1,140,0
A_10176.jpg,1,102,1,140,0
A_10177.jpg,1,205,1,292,0
A_10178.jpg,1,254,1,292,0
A_10179.jpg,1,179,1,292,0
A_1018.jpg,1,64,1,251,0
A_10180.jpg,1,168,1,292,0
A_10181.jpg,1,35,1,292,0
A_10182.jpg,1,162,1,292,0
A_10183.jpg,1,195,1,292,0
A_10184.jpg,1,149,1,292,0
A_10185.jpg,1,92,1,292,0
A_10186.jpg,1,258,1,292,0
A_10187.jpg,1,212,1,292,0
A_10188.jpg,1,275,1,211,0
A_10189.jpg,1,97,1,211,0
A_1019.jpg,1,48,1,251,0
A_10190.jpg,1,240,1,211,0
A_10191.jpg,1,168,1,211,0
A_10192.jpg,1,251,1,211,0
A_10193.jpg,1,57,1,211,0
A_10194.jpg,1,58,1,211,0
A_10195.jpg,1,151,1,211,0
A_10196.jpg,1,195,1,211,0
A_10197.jpg,1,79,1,211,0
A_10198.jpg,1,83,1,211,0
A_10199.jpg,1,119,1,211,0
A_102.jpg,1,94,1,115,0
A_1020.jpg,1,136,1,251,0
A_10200.jpg,1,134,1,211,0
A_10201.jpg,1,233,1,53,0
A_10202.jpg,1,268,1,53,0
A_10203.jpg,1,223,1,53,0
A_10204.jpg,1,272,1,53,0
A_10205.jpg,1,218,1,174,0
A_10206.jpg,1,198,1,174,0
A_10207.jpg,1,170,1,174,0
A_10208.jpg,1,186,1,174,0
A_10209.jpg,1,86,1,174,0
A_1021.jpg,1,162,1,251,0
A_10210.jpg,1,296,1,174,0
A_10211.jpg,1,172,1,174,0
A_10212.jpg,1,175,1,174,0
A_10213.jpg,1,67,1,174,0
A_10214.jpg,1,131,1,174,0
A_10215.jpg,1,127,1,174,0
A_10216.jpg,1,293,1,254,0
A_10217.jpg,1,55,1,254,0
A_10218.jpg,1,273,1,254,0
A_10219.jpg,1,137,1,254,0
A_1022.jpg,1,295,1,251,0
A_10220.jpg,1,76,1,254,0
A_10221.jpg,1,287,1,254,0
A_10222.jpg,1,222,1,254,0
A_10223.jpg,1,183,1,254,0
A_10224.jpg,1,71,1,254,0
A_10225.jpg,1,291,1,90,0
A_10226.jpg,1,138,1,90,0
A_10227.jpg,1,114,1,90,0
A_10228.jpg,1,145,1,90,0
A_10229.jpg,1,242,1,90,0
A_1023.jpg,1,42,1,251,0
A_10230.jpg,1,292,1,90,0
A_10231.jpg,1,213,1,90,0
A_10232.jpg,1,121,1,90,0
A_10233.jpg,1,246,1,90,0
A_10234.jpg,1,68,1,223,0
A_10235.jpg,1,149,1,223,0
A_10236.jpg,1,165,1,223,0
A_10237.jpg,1,278,1,223,0
A_10238.jpg,1,156,1,223,0
A_10239.jpg,1,158,1,223,0
A_1024.jpg,1,230,1,251,0
A_10240.jpg,1,265,1,223,0
A_10241.jpg,1,159,1,223,0
A_10242.jpg,1,276,1,223,0
A_10243.jpg,1,177,1,223,0
A_10244.jpg,1,141,1,202,0
A_10245.jpg,1,209,1,202,0
A_10246.jpg,1,183,1,202,0
A_10247.jpg,1,273,1,202,0
A_10248.jpg,1,294,1,202,0
A_10249.jpg,1,227,1,202,0
A_1025.jpg,1,122,1,251,0
A_10250.jpg,1,182,1,202,0
A_10251.jpg,1,153,1,202,0
A_10252.jpg,1,244,1,202,0
A_10253.jpg,1,216,1,246,0
A_10254.jpg,1,77,1,246,0
A_10255.jpg,1,59,1,246,0
A_10256.jpg,1,249,1,246,0
A_10257.jpg,1,118,1,246,0
A_10258.jpg,1,196,1,246,0
A_10259.jpg,1,227,1,246,0
A_1026.jpg,1,262,1,260,0
A_10260.jpg,1,102,1,246,0
A_10261.jpg,1,127,1,246,0
A_10262.jpg,1,246,1,246,0
A_10263.jpg,1,82,1,246,0
A_10264.jpg,1,174,1,148,0
A_10265.jpg,1,247,1,148,0
A_10266.jpg,1,236,1,148,0
A_10267.jpg,1,133,1,148,0
A_10268.jpg,1,159,1,148,0
A_10269.jpg,1,203,1,148,0
A_1027.jpg,1,155,1,260,0
A_10270.jpg,1,186,1,148,0
A_10271.jpg,1,89,1,148,0
A_10272.jpg,1,103,1,148,0
A_10273.jpg,1,96,1,148,0
A_10274.jpg,1,208,1,148,0
A_10275.jpg,1,74,1,148,0
A_10276.jpg,1,252,1,130,0
A_10277.jpg,1,121,1,130,0
A_10278.jpg,1,190,1,130,0
A_10279.jpg,1,237,1,130,0
A_1028.jpg,1,296,1,260,0
A_10280.jpg,1,132,1,130,0
A_10281.jpg,1,176,1,130,0
A_10282.jpg,1,281,1,130,0
A_10283.jpg,1,108,1,130,0
A_10284.jpg,1,238,1,130,0
A_10285.jpg,1,105,1,130,0
A_10286.jpg,1,280,1,86,0
A_10287.jpg,1,190,1,86,0
A_10288.jpg,1,243,1,86,0
A_10289.jpg,1,230,1,86,0
A_1029.jpg,1,157,1,260,0
A_10290.jpg,1,228,1,86,0
A_10291.jpg,1,184,1,86,0
A_10292.jpg,1,253,1,86,0
A_10293.jpg,1,251,1,86,0
A_10294.jpg,1,266,1,38,0
A_10295.jpg,1,300,1,38,0
A_10296.jpg,1,292,1,68,0
A_10297.jpg,1,203,1,68,0
A_10298.jpg,1,218,1,68,0
A_10299.jpg,1,257,1,68,0
A_103.jpg,1,274,1,115,0
A_1030.jpg,1,107,1,260,0
A_10300.jpg,1,144,1,68,0
A_10301.jpg,1,186,1,68,0
A_10302.jpg,1,82,1,144,0
A_10303.jpg,1,232,1,144,0
A_10304.jpg,1,147,1,144,0
A_10305.jpg,1,179,1,144,0
A_10306.jpg,1,211,1,144,0
A_10307.jpg,1,229,1,144,0
A_10308.jpg,1,292,1,144,0
A_10309.jpg,1,135,1,144,0
A_1031.jpg,1,235,1,260,0
A_10310.jpg,1,118,1,144,0
A_10311.jpg,1,119,1,144,0
A_10312.jpg,1,210,1,243,0
A_10313.jpg,1,104,1,243,0
A_10314.jpg,1,89,1,243,0
A_10315.jpg,1,63,1,243,0
A_10316.jpg,1,166,1,243,0
A_10317.jpg,1,150,1,243,0
A_10318.jpg,1,157,1,243,0
A_10319.jpg,1,176,1,243,0
A_1032.jpg,1,230,1,260,0
A_10320.jpg,1,297,1,243,0
A_10321.jpg,1,275,1,243,0
A_10322.jpg,1,91,1,243,0
A_10323.jpg,1,69,1,243,0
A_10324.jpg,1,60,1,243,0
A_10325.jpg,1,250,1,164,0
A_10326.jpg,1,245,1,164,0
A_10327.jpg,1,201,1,164,0
A_10328.jpg,1,109,1,164,0
A_10329.jpg,1,121,1,164,0
A_1033.jpg,1,48,1,260,0
A_10330.jpg,1,152,1,164,0
A_10331.jpg,1,99,1,164,0
A_10332.jpg,1,228,1,164,0
A_10333.jpg,1,109,1,164,0
A_10334.jpg,1,279,1,164,0
A_10335.jpg,1,128,1,121,0
A_10336.jpg,1,282,1,121,0
A_10337.jpg,1,209,1,121,0
A_10338.jpg,1,114,1,121,0
A_10339.jpg,1,226,1,121,0
A_1034.jpg,1,97,1,260,0
A_10340.jpg,1,298,1,121,0
A_10341.jpg,1,166,1,121,0
A_10342.jpg,1,252,1,121,0
A_10343.jpg,1,92,1,121,0
A_10344.jpg,1,111,1,121,0
A_10345.jpg,1,246,1,52,0
A_10346.jpg,1,244,1,52,0
A_10347.jpg,1,247,1,52,0
A_10348.jpg,1,299,1,52,0
A_10349.jpg,1,248,1,52,0
A_1035.jpg,1,144,1,260,0
A_10350.jpg,1,92,1,118,0
A_10351.jpg,1,287,1,118,0
A_10352.jpg,1,123,1,118,0
A_10353.jpg,1,135,1,118,0
A_10354.jpg,1,114,1,118,0
A_10355.jpg,1,134,1,118,0
A_10356.jpg,1,175,1,118,0
A_10357.jpg,1,165,1,118,0
A_10358.jpg,1,270,1,118,0
A_10359.jpg,1,142,1,162,0
A_1036.jpg,1,204,1,260,0
A_10360.jpg,1,207,1,162,0
A_10361.jpg,1,130,1,162,0
A_10362.jpg,1,206,1,162,0
A_10363.jpg,1,282,1,162,0
A_10364.jpg,1,229,1,162,0
A_10365.jpg,1,206,1,162,0
A_10366.jpg,1,103,1,162,0
A_10367.jpg,1,148,1,162,0
A_10368.jpg,1,167,1,168,0
A_10369.jpg,1,213,1,168,0
A_1037.jpg,1,280,1,260,0
A_10370.jpg,1,285,1,168,0
A_10371.jpg,1,107,1,168,0
A_10372.jpg,1,64,1,168,0
A_10373.jpg,1,140,1,168,0
A_10374.jpg,1,204,1,168,0
A_10375.jpg,1,141,1,168,0
A_10376.jpg,1,146,1,168,0
A_10377.jpg,1,194,1,168,0
A_10378.jpg,1,204,1,168,0
A_10379.jpg,1,266,1,87,0
A_1038.jpg,1,149,1,260,0
A_10380.jpg,1,249,1,87,0
A_10381.jpg,1,147,1,87,0
A_10382.jpg,1,169,1,87,0
A_10383.jpg,1,252,1,87,0
A_10384.jpg,1,119,1,87,0
A_10385.jpg,1,136,1,87,0
A_10386.jpg,1,210,1,87,0
A_10387.jpg,1,240,1,87,0
A_10388.jpg,1,50,1,307,0
A_10389.jpg,1,285,1,307,0
A_1039.jpg,1,97,1,260,0
A_10390.jpg,1,177,1,307,0
A_10391.jpg,1,282,1,307,0
A_10392.jpg,1,202,1,307,0
A_10393.jpg,1,226,1,307,0
A_10394.jpg,1,167,1,307,0
A_10395.jpg,1,160,1,307,0
A_10396.jpg,1,153,1,307,0
A_10397.jpg,1,74,1,259,0
A_10398.jpg,1,50,1,259,0
A_10399.jpg,1,266,1,259,0
A_104.jpg,1,175,1,115,0
A_1040.jpg,1,242,1,260,0
A_10400.jpg,1,253,1,259,0
A_10401.jpg,1,253,1,259,0
A_10402.jpg,1,224,1,259,0
A_10403.jpg,1,181,1,259,0
A_10404.jpg,1,264,1,259,0
A_10405.jpg,1,81,1,259,0
A_10406.jpg,1,214,1,259,0
A_10407.jpg,1,49,1,259,0
A_10408.jpg,1,287,1,111,0
A_10409.jpg,1,231,1,111,0
A_1041.jpg,1,152,1,260,0
A_10410.jpg,1,209,1,111,0
A_10411.jpg,1,277,1,111,0
A_10412.jpg,1,175,1,111,0
A_10413.jpg,1,215,1,111,0
A_10414.jpg,1,291,1,111,0
A_10415.jpg,1,91,1,111,0
A_10416.jpg,1,89,1,142,0
A_10417.jpg,1,263,1,142,0
A_10418.jpg,1,125,1,142,0
A_10419.jpg,1,197,1,142,0
A_1042.jpg,1,287,1,260,0
A_10420.jpg,1,224,1,142,0
A_10421.jpg,1,274,1,142,0
A_10422.jpg,1,215,1,142,0
A_10423.jpg,1,177,1,142,0
A_10424.jpg,1,217,1,82,0
A_10425.jpg,1,235,1,82,0
A_10426.jpg,1,296,1,82,0
A_10427.jpg,1,206,1,82,0
A_10428.jpg,1,236,1,82,0
A_10429.jpg,1,284,1,82,0
A_1043.jpg,1,63,1,260,0
A_10430.jpg,1,166,1,82,0
A_10431.jpg,1,216,1,289,0
A_10432.jpg,1,111,1,289,0
A_10433.jpg,1,42,1,289,0
A_10434.jpg,1,38,1,289,0
A_10435.jpg,1,43,1,289,0
A_10436.jpg,1,176,1,289,0
A_10437.jpg,1,286,1,289,0
A_10438.jpg,1,274,1,289,0
A_10439.jpg,1,281,1,289,0
A_1044.jpg,1,93,1,260,0
A_10440.jpg,1,148,1,289,0
A_10441.jpg,1,164,1,71,0
A_10442.jpg,1,208,1,71,0
A_10443.jpg,1,189,1,71,0
A_10444.jpg,1,158,1,71,0
A_10445.jpg,1,209,1,71,0
A_10446.jpg,1,198,1,71,0
A_10447.jpg,1,238,1,71,0
A_10448.jpg,1,191,1,71,0
A_10449.jpg,1,231,1,313,0
A_1045.jpg,1,193,1,260,0
A_10450.jpg,1,240,1,313,0
A_10451.jpg,1,222,1,313,0
A_10452.jpg,1,204,1,313,0
A_10453.jpg,1,78,1,313,0
A_10454.jpg,1,279,1,313,0
A_10455.jpg,1,163,1,313,0
A_10456.jpg,1,223,1,313,0
A_10457.jpg,1,104,1,313,0
A_10458.jpg,1,166,1,313,0
A_10459.jpg,1,123,1,213,0
A_1046.jpg,1,217,1,260,0
A_10460.jpg,1,73,1,213,0
A_10461.jpg,1,260,1,213,0
A_10462.jpg,1,180,1,213,0
A_10463.jpg,1,101,1,213,0
A_10464.jpg,1,66,1,213,0
A_10465.jpg,1,127,1,213,0
A_10466.jpg,1,146,1,213,0
A_10467.jpg,1,135,1,213,0
A_10468.jpg,1,96,1,213,0
A_10469.jpg,1,50,1,213,0
A_1047.jpg,1,110,1,260,0
A_10470.jpg,1,275,1,213,0
A_10471.jpg,1,128,1,213,0
A_10472.jpg,1,55,1,213,0
A_10473.jpg,1,161,1,106,0
A_10474.jpg,1,98,1,106,0
A_10475.jpg,1,104,1,106,0
A_10476.jpg,1,290,1,106,0
A_10477.jpg,1,104,1,106,0
A_10478.jpg,1,284,1,106,0
A_10479.jpg,1,133,1,106,0
A_1048.jpg,1,125,1,150,0
A_10480.jpg,1,184,1,106,0
A_10481.jpg,1,188,1,106,0
A_10482.jpg,1,224,1,106,0
A_10483.jpg,1,218,1,227,0
A_10484.jpg,1,64,1,227,0
A_10485.jpg,1,171,1,227,0
A_10486.jpg,1,67,1,227,0
A_10487.jpg,1,167,1,227,0
A_10488.jpg,1,105,1,227,0
A_10489.jpg,1,47,1,227,0
A_1049.jpg,1,68,1,150,0
A_10490.jpg,1,245,1,227,0
A_10491.jpg,1,98,1,227,0
A_10492.jpg,1,49,1,227,0
A_10493.jpg,1,232,1,227,0
A_10494.jpg,1,49,1,227,0
A_10495.jpg,1,300,1,227,0
A_10496.jpg,1,50,1,252,0
A_10497.jpg,1,232,1,252,0
A_10498.jpg,1,39,1,252,0
A_10499.jpg,1,262,1,252,0
A_105.jpg,1,273,1,115,0
A_1050.jpg,1,110,1,150,0
A_10500.jpg,1,66,1,252,0
A_10501.jpg,1,251,1,252,0
A_10502.jpg,1,94,1,252,0
A_10503.jpg,1,161,1,252,0
A_10504.jpg,1,67,1,252,0
A_10505.jpg,1,234,1,252,0
A_10506.jpg,1,129,1,252,0
A_10507.jpg,1,196,1,116,0
A_10508.jpg,1,121,1,116,0
A_10509.jpg,1,293,1,116,0
A_1051.jpg,1,128,1,150,0
A_10510.jpg,1,278,1,116,0
A_10511.jpg,1,143,1,116,0
A_10512.jpg,1,134,1,116,0
A_10513.jpg,1,210,1,116,0
A_10514.jpg,1,273,1,116,0
A_10515.jpg,1,128,1,116,0
A_10516.jpg,1,168,1,131,0
A_10517.jpg,1,272,1,131,0
A_10518.jpg,1,256,1,131,0
A_10519.jpg,1,288,1,131,0
A_1052.jpg,1,155,1,150,0
A_10520.jpg,1,180,1,131,0
A_10521.jpg,1,162,1,131,0
A_10522.jpg,1,106,1,131,0
A_10523.jpg,1,227,1,131,0
A_10524.jpg,1,93,1,131,0
A_10525.jpg,1,137,1,288,0
A_10526.jpg,1,193,1,288,0
A_10527.jpg,1,172,1,288,0
A_10528.jpg,1,284,1,288,0
A_10529.jpg,1,140,1,288,0
A_1053.jpg,1,283,1,150,0
A_10530.jpg,1,119,1,288,0
A_10531.jpg,1,273,1,288,0
A_10532.jpg,1,54,1,288,0
A_10533.jpg,1,153,1,288,0
A_10534.jpg,1,155,1,288,0
A_10535.jpg,1,110,1,288,0
A_10536.jpg,1,118,1,288,0
A_10537.jpg,1,171,1,60,0
A_10538.jpg,1,257,1,60,0
A_10539.jpg,1,234,1,60,0
A_1054.jpg,1,95,1,150,0
A_10540.jpg,1,238,1,60,0
A_10541.jpg,1,111,1,119,0
A_10542.jpg,1,243,1,119,0
A_10543.jpg,1,300,1,119,0
A_10544.jpg,1,206,1,119,0
A_10545.jpg,1,93,1,119,0
A_10546.jpg,1,90,1,119,0
A_10547.jpg,1,146,1,119,0
A_10548.jpg,1,158,1,119,0
A_10549.jpg,1,160,1,119,0
A_1055.jpg,1,168,1,150,0
A_10550.jpg,1,220,1,119,0
A_10551.jpg,1,74,1,174,0
A_10552.jpg,1,131,1,174,0
A_10553.jpg,1,173,1,174,0
A_10554.jpg,1,299,1,174,0
A_10555.jpg,1,290,1,174,0
A_10556.jpg,1,150,1,174,0
A_10557.jpg,1,286,1,174,0
A_10558.jpg,1,130,1,174,0
A_10559.jpg,1,148,1,174,0
A_1056.jpg,1,173,1,150,0
A_10560.jpg,1,191,1,71,0
A_10561.jpg,1,284,1,71,0
A_10562.jpg,1,207,1,71,0
A_10563.jpg,1,182,1,71,0
A_10564.jpg,1,143,1,71,0
A_10565.jpg,1,143,1,71,0
A_10566.jpg,1,294,1,71,0
A_10567.jpg,1,66,1,252,0
A_10568.jpg,1,121,1,252,0
A_10569.jpg,1,77,1,252,0
A_1057.jpg,1,223,1,150,0
A_10570.jpg,1,146,1,252,0
A_10571.jpg,1,266,1,252,0
A_10572.jpg,1,281,1,252,0
A_10573.jpg,1,291,1,252,0
A_10574.jpg,1,59,1,252,0
A_10575.jpg,1,212,1,252,0
A_10576.jpg,1,47,1,252,0
A_10577.jpg,1,77,1,252,0
A_10578.jpg,1,89,1,252,0
A_10579.jpg,1,114,1,252,0
A_1058.jpg,1,235,1,150,0
A_10580.jpg,1,60,1,252,0
A_10581.jpg,1,36,1,283,0
A_10582.jpg,1,141,1,283,0
A_10583.jpg,1,93,1,283,0
A_10584.jpg,1,260,1,283,0
A_10585.jpg,1,91,1,283,0
A_10586.jpg,1,159,1,283,0
A_10587.jpg,1,78,1,283,0
A_10588.jpg,1,183,1,283,0
A_10589.jpg,1,135,1,283,0
A_1059.jpg,1,227,1,150,0
A_10590.jpg,1,233,1,283,0
A_10591.jpg,1,80,1,283,0
A_10592.jpg,1,181,1,283,0
A_10593.jpg,1,52,1,283,0
A_10594.jpg,1,177,1,283,0
A_10595.jpg,1,286,1,116,0
A_10596.jpg,1,159,1,116,0
A_10597.jpg,1,104,1,116,0
A_10598.jpg,1,260,1,116,0
A_10599.jpg,1,127,1,116,0
A_106.jpg,1,86,1,115,0
A_1060.jpg,1,141,1,150,0
A_10600.jpg,1,221,1,116,0
A_10601.jpg,1,245,1,116,0
A_10602.jpg,1,256,1,116,0
A_10603.jpg,1,119,1,116,0
A_10604.jpg,1,189,1,58,0
A_10605.jpg,1,211,1,58,0
A_10606.jpg,1,269,1,58,0
A_10607.jpg,1,254,1,58,0
A_10608.jpg,1,274,1,58,0
A_10609.jpg,1,60,1,194,0
A_1061.jpg,1,93,1,150,0
A_10610.jpg,1,216,1,194,0
A_10611.jpg,1,267,1,194,0
A_10612.jpg,1,251,1,194,0
A_10613.jpg,1,277,1,194,0
A_10614.jpg,1,257,1,194,0
A_10615.jpg,1,188,1,194,0
A_10616.jpg,1,63,1,194,0
A_10617.jpg,1,176,1,194,0
A_10618.jpg,1,73,1,194,0
A_10619.jpg,1,81,1,194,0
A_1062.jpg,1,273,1,150,0
A_10620.jpg,1,181,1,223,0
A_10621.jpg,1,275,1,223,0
A_10622.jpg,1,195,1,223,0
A_10623.jpg,1,67,1,223,0
A_10624.jpg,1,279,1,223,0
A_10625.jpg,1,118,1,223,0
A_10626.jpg,1,61,1,223,0
A_10627.jpg,1,245,1,223,0
A_10628.jpg,1,293,1,223,0
A_10629.jpg,1,160,1,223,0
A_1063.jpg,1,290,1,150,0
A_10630.jpg,1,156,1,147,0
A_10631.jpg,1,269,1,147,0
A_10632.jpg,1,256,1,147,0
A_10633.jpg,1,188,1,147,0
A_10634.jpg,1,137,1,147,0
A_10635.jpg,1,190,1,147,0
A_10636.jpg,1,204,1,147,0
A_10637.jpg,1,191,1,147,0
A_10638.jpg,1,89,1,147,0
A_10639.jpg,1,164,1,223,0
A_1064.jpg,1,192,1,150,0
A_10640.jpg,1,98,1,223,0
A_10641.jpg,1,209,1,223,0
A_10642.jpg,1,298,1,223,0
A_10643.jpg,1,240,1,223,0
A_10644.jpg,1,128,1,223,0
A_10645.jpg,1,111,1,223,0
A_10646.jpg,1,55,1,223,0
A_10647.jpg,1,162,1,223,0
A_10648.jpg,1,121,1,223,0
A_10649.jpg,1,55,1,223,0
A_1065.jpg,1,180,1,150,0
A_10650.jpg,1,78,1,223,0
A_10651.jpg,1,266,1,101,0
A_10652.jpg,1,265,1,101,0
A_10653.jpg,1,268,1,101,0
A_10654.jpg,1,244,1,101,0
A_10655.jpg,1,278,1,101,0
A_10656.jpg,1,250,1,101,0
A_10657.jpg,1,236,1,101,0
A_10658.jpg,1,258,1,65,0
